nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set
NCT06721156,A Study to Evaluate the Efficacy and Safety of MK-1167 in Participants With Alzheimer's Disease Dementia (MK-1167-008),TERMINATED,2024-12-16,Termination Notes: Business reason,PHASE2,369,Merck Sharp & Dohme LLC,INDUSTRY,Alzheimer Disease|Dementia,MK-1167|Placebo,2026-09-07,False,False
NCT02676310,"Safety, Tolerability, and Pharmacokinetics of Bimatoprost in Men With Androgenetic Alopecia (AGA)",TERMINATED,2016-03,,PHASE1,53,Allergan,INDUSTRY,"Alopecia|Alopecia, Androgenetic|Baldness",Bimatoprost,2026-09-07,False,False
NCT06034860,Study of MT-8421 as Monotherapy and in Combination With Nivolumab in Patients With Selected Advanced Solid Cancer Types,TERMINATED,2023-11-01,Sponsor Termination,PHASE1,15,"Molecular Templates, Inc.",INDUSTRY,Non Small Cell Lung Cancer|Hepatocellular Carcinoma|Melanoma|Renal Cell Carcinoma|Microsatellite Instability High|Mismatch Repair Deficiency|Mesothelioma|Esophageal Squamous Cell Carcinoma|Squamous Cell Carcinoma of Head and Neck|Urothelial Carcinoma|Cervical Cancer,MT-8421|Nivolumab,2026-09-07,False,False
NCT02958982,"Safety, Tolerability and Pharmacokinetics of Oral Doses of RP3128 of Rhizen Pharmaceuticals",TERMINATED,2016-11-03,Significant recruitment delay in POC part,PHASE1|PHASE2,57,Rhizen Pharmaceuticals SA,INDUSTRY,Healthy Volunteers|Asthma,RP3128|Placebo,2026-09-07,False,False
NCT03105479,Comparison of Cadazolid Versus Vancomycin in Children With Clostridium Difficile-associated Diarrhea (CDAD),TERMINATED,2017-04-14,"Study suspended in October 2017 and terminated April 17, 2018 after decision to discontinue the study drug development",PHASE2|PHASE3,1,Actelion,INDUSTRY,Clostridium Difficile Infection,Cadazolid|Vancomycin capsule|Vancomycin solution,2026-09-07,False,False
NCT03295396,ONC201 in Adults With Recurrent H3 K27M-mutant Glioma,TERMINATED,2017-10-30,The Sponsor terminated the study to prioritize enrollment in a randomized Phase 3 trial of ONC201 in an earlier setting. This decision was unrelated to any safety concerns with dordaviprone (ONC201).,PHASE2,73,Jazz Pharmaceuticals,INDUSTRY,Glioma,Dordaviprone (ONC201),2026-09-07,False,False
NCT04770246,TAS-117 in Patients With Advanced Solid Tumors Harboring Germline PTEN Mutations,TERMINATED,2021-03-31,The Sponsor had decided to terminate this clinical trial due to an insufficient rate of accrual of patients.,PHASE1,17,"Taiho Oncology, Inc.",INDUSTRY,Advanced or Metastatic Solid Tumors Irrespective of Gene Alterations|Advanced or Metastatic Solid Tumors With Germline PTEN Inactivating Mutations,TAS-117|TAS-117|TAS-117|TAS-117,2026-09-07,False,False
NCT04937166,A Study of Dual-SIgnaling Protein 107 (DSP107) for Patients With Hematological Malignancies,TERMINATED,2022-01-13,Slow enrolment,PHASE1,25,Kahr Medical,INDUSTRY,Acute Myeloid Leukemia|Myelodysplastic Syndromes|Chronic Myelomonocytic Leukemia,DSP107|Azacitidine|Venetoclax,2026-09-07,False,False
NCT02608242,PK Study of YH22189 FDC Compared to Combination of Telmisartan/Amlodipine and Rosuvastatin,TERMINATED,2015-11,sponsor decision,PHASE1,123,Yuhan Corporation,INDUSTRY,Hypertension|Hyperlipidemia,YH22189|Twynsta 80/10mg|Crestor 20mg,2026-09-07,False,False
NCT04002622,Study of TQB2450 Injection in Subjects With Relapsed or Refractory Primary Mediastinal Large B-cell Lymphoma,TERMINATED,2019-08-06,The population of target indication is small and screening is difficult.,PHASE2,1,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,Relapsed or Refractory Primary Mediastinal B-cell Lymphoma (rrPMBCL),TQB2450,2026-09-07,False,False
NCT04920383,ALPN-202 With PD-1 Inhibition in Advanced Malignancies,TERMINATED,2021-06-22,Sponsor decision,PHASE1,29,"Alpine Immune Sciences, Inc.",INDUSTRY,Advanced Solid Tumor|Lymphoma,ALPN-202|pembrolizumab KEYTRUDA®,2026-09-07,False,False
NCT02605083,A Dose Escalation and Cohort-Expansion Study of Oral eFT508 in Subjects With Advanced Solid Tumors,TERMINATED,2015-12-03,"The study was terminated after determination of the RP2D, prior to opening expansion cohorts)",PHASE1|PHASE2,66,Effector Therapeutics,INDUSTRY,Cancer,eFT508,2026-09-07,False,False
NCT02753218,A Phase I Study With LEO 32731 and Midazolam in Healthy Male Subjects,TERMINATED,2016-04,"Due to tolerability issues related to the dose titration, unexpected withdrawals were observed and it was unlikely for the trial to meet its objectives",PHASE1,12,LEO Pharma,INDUSTRY,Psoriasis Vulgaris,Midazolam|LEO 32731,2026-09-07,False,False
NCT03772288,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),WITHDRAWN,2019-04-03,Business Decision: No Safety or Efficacy Concerns,PHASE1,0,"Calithera Biosciences, Inc",INDUSTRY,"Lymphoma, Non-Hodgkin",TAK-659|NKTR-214,2026-09-07,False,False
NCT05999708,A First Time in Human Study to Evaluate the Safety and Tolerability of GSK4381406 in Healthy Participants,WITHDRAWN,2023-10-31,Study terminated prior to FSFV for strategic business reasons.,PHASE1,0,GlaxoSmithKline,INDUSTRY,"Colitis, Ulcerative",GSK4381406|Placebo|Indomethacin,2026-09-07,False,False
NCT05938725,"KYSA-1: A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects With Refractory Lupus Nephritis",TERMINATED,2023-04-28,Study discontinued due to sponsor decision.,PHASE1|PHASE2,6,Kyverna Therapeutics,INDUSTRY,Lupus Nephritis|Lupus Nephritis - World Health Organization (WHO) Class III|Lupus Nephritis - WHO Class IV,KYV-101 anti-CD19 CAR-T cell therapy|Standard lymphodepletion regimen,2026-09-07,True,True
NCT04949191,The Purpose of the Study is to Continue to Provide Pemigatinib to Patients With Advanced Malignancies.,TERMINATED,2021-07-08,A business decision due to availability of commercial drug and other options for accessing study drug treatment.,PHASE2,10,Incyte Corporation,INDUSTRY,Advanced Malignancies,Pemigatinib|Retifanlimab|Pembrolizumab,2026-09-07,False,False
NCT03635879,Medical Food Formulation Pharmacokinetic (PK) Study in Medium Chain Triglycerides,WITHDRAWN,2019-02-13,Study redesign,PHASE1,0,Cerecin,INDUSTRY,Alzheimer Disease,MCTprocal medical food|Milk/tricaprilin oil blend|AC-1207|AC-1205|AC-1206|AC-1202,2026-09-07,False,False
NCT04592341,A Study to Evaluate the Pharmacodynamic (PD) Effects of Once Weekly Administration of Gantenerumab in Participants With Early Alzheimer's Disease (AD),TERMINATED,2020-11-18,Decision to terminate development of Gantenerumab for treatment of prodromal/mild/early-stage Alzheimer's disease following results of a pre-planned analysis of the safety and efficacy of Gant in Graduate I\&II (WN29922/WN39658).,PHASE2,192,Hoffmann-La Roche,INDUSTRY,Alzheimer Disease,Gantenerumab,2026-09-07,False,False
NCT04898348,A Study to Investigate Efficacy and Safety of KBL697 in Patients With Mild to Moderate Active Ulcerative Colitis,WITHDRAWN,2022-01-14,No patients recruited,PHASE2,0,KoBioLabs,INDUSTRY,Ulcerative Colitis,KBL697|Placebo,2026-09-07,False,False
NCT05370885,VE202 in Patients With Mild-to-Moderate Ulcerative Colitis,TERMINATED,2023-05-08,"Following review of Part 1 study data, the Sponsor decided to terminate the study with immediate effect. Results indicated that VE202 was not superior to placebo on the primary or any of the secondary endpoints. No new safety concerns were observed.",PHASE2,114,"Vedanta Biosciences, Inc.",INDUSTRY,"Ulcerative Colitis|Colitis, Ulcerative",VE202|Vancomycin Oral Capsule|VE202 Placebo|Vancomycin Placebo,2026-09-07,False,False
NCT04739358,CNS Dose Escalation/Expansion of Tepotinib in MET-driven NSCLC,TERMINATED,2022-05-25,Study was terminated due to lack of lack of enrollment and difficult patient population.,PHASE1|PHASE2,2,"Criterium, Inc.",INDUSTRY,Advanced Non-Small Cell Lung Cancer With MET Mutations,Tepotinib,2026-09-07,False,False
NCT02708160,Assessment of Prevident Sodium Fluoride 1.1% Toothpaste Using an Intra-oral Remineralization-demineralization Model,WITHDRAWN,2016-03,Withdrawn due to business reasons,PHASE2,0,Colgate Palmolive,INDUSTRY,Dental Caries,Fluoride Free toothpaste|1.1% Fluoride toothpaste|0.243% Fluoride toothpaste,2026-09-07,False,False
NCT02291055,A Study of ADXS11-001 or MEDI4736 Alone or Combination In Cervical or Human Papillomavirus (HPV)+ Head & Neck Cancer,TERMINATED,2015-04,,PHASE1|PHASE2,75,"Advaxis, Inc.",INDUSTRY,Cervical Cancer|Cancer|Head and Neck Cancer,ADXS11-001|MEDI4736,2026-09-07,False,False
NCT02299635,A Study Evaluating PF-03084014 In Patients With Advanced Breast Cancer With Or Without Notch Alterations,TERMINATED,2015-02-03,"The study was terminated on June 24th, 2015 due to change in strategy of PF-03084014 development. There were no safety/efficacy concerns behind the decision.",PHASE2,19,Pfizer,INDUSTRY,Triple Negative Breast Neoplasms,PF-03084014|PF-03084014|PF-03084014,2026-09-07,False,False
NCT06830642,Study of the Oral Treatment MTR-601 in Cervical Dystonia,SUSPENDED,2025-02-28,Pending further safety evaluation,PHASE2,80,Motric Bio,INDUSTRY,Cervical Dystonia,MTR-601|Placebo,2026-09-07,False,False
NCT02607813,Phase I Study of LXH254 in Patients With Advanced Solid Tumors Haboring MAPK Pathway Alterations,TERMINATED,2016-01-18,,PHASE1,142,Novartis Pharmaceuticals,INDUSTRY,NSCLC|Ovarian Cancer|Melanoma|Other Solid Tumors,LXH254|PDR001,2026-09-07,False,False
NCT05081388,"COVID-19 Study to Evaluate Safety, Tolerability, and Efficacy of REGN14256+Imdevimab for the Treatment of COVID-19 Adult and Adolescent Patients Without Risk Factors for Progression to Severe Disease",TERMINATED,2021-11-08,Sponsor Decision,PHASE1|PHASE2,25,Regeneron Pharmaceuticals,INDUSTRY,SARS-CoV-2,REGN14256|imdevimab|casirivimab + imdevimab|Placebo,2026-09-07,False,False
NCT04528836,First-in-Human Study of the SHP2 Inhibitor BBP-398 in Patients With Advanced Solid Tumors,TERMINATED,2020-11-12,Business decision,PHASE1,72,"Navire Pharma Inc., a BridgeBio company",INDUSTRY,"Tumor, Solid",BBP-398 (Formerly known as IACS-15509),2026-09-07,False,False
NCT04700787,"Safety, Tolerability, and Pharmacokinetics of Sulopenem in Adolescents",WITHDRAWN,2021-04-30,Enrollment challenges and change in development plan necessitating a change in study design,PHASE1,0,"Iterum Therapeutics, International Limited",INDUSTRY,Urinary Tract Infections|Pyelonephritis Acute|Intraabdominal Infections,Sulopenem,2026-09-07,False,False
NCT05976334,"An Absorption, Distribution, Metabolism, Excretion (ADME) Study of [14C]Subasumstat in Adults With Advanced or Metastatic Solid Tumors",TERMINATED,2023-11-14,Business reasons,PHASE1,3,Takeda,INDUSTRY,Solid Tumors,[14C] Subasumstat|Subasumstat,2026-09-07,False,False
NCT02435199,Clinical Trial Designed to Determine the Safety and Efficacy of EMA401 in Patients With Painful Diabetic Neuropathy,WITHDRAWN,2015-06,,PHASE2,0,Spinifex Pharmaceuticals Pty Ltd,INDUSTRY,Diabetic Neuropathies,EMA401 600mg|Placebo,2026-09-07,False,False
NCT03741712,A Study of SHR2554 Alone or in Combination With SHR3680 in the Treatment of mCRPC,TERMINATED,2018-11-20,According to the available data from the trial，the sponsor determined to terminate this study.,PHASE1|PHASE2,9,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Prostate Cancer|Castration-resistant Prostate Cancer,SHR3680|SHR2554,2026-09-07,False,False
NCT07242781,A Study to Evaluate the Effect of Itraconazole and Rifampin on the Drug Levels of AR-LDD (BMS-986365) in Healthy Adult Male Participants,TERMINATED,2025-12-15,Business objectives have changed,PHASE1,22,Celgene,INDUSTRY,Healthy Volunteers,BMS-986365|Itraconazole|Rifampin,2026-09-07,False,False
NCT03790865,Effects of Livoletide (AZP-531) on Food-related Behaviors in Patients With Prader-Willi Syndrome,TERMINATED,2019-03-25,Livoletide did not result in a statistically significant improvement in hyperphagia and food-related behaviors,PHASE2|PHASE3,158,Millendo Therapeutics SAS,INDUSTRY,Prader-Willi Syndrome|Hyperphagia,Livoletide|Placebo,2026-09-07,False,False
NCT02826681,"Randomized, Placebo-controlled Trial of Ferric Carboxymaltose in RLS Patients With Iron-deficiency Anemia",TERMINATED,2017-07-10,Lack of enrollment,PHASE2,70,"American Regent, Inc.",INDUSTRY,Restless Legs Syndrome (RLS),Injectafer® (Ferric Carboxymaltose - FCM)|Placebo (Normal Saline),2026-09-07,False,False
NCT05839600,A Study to Find a Suitable Dose of BI 1821736 and Test Whether it Helps People With Advanced Cancer,TERMINATED,2023-06-07,,PHASE1,10,Boehringer Ingelheim,INDUSTRY,Solid Tumors,BI 1821736,2026-09-07,False,False
NCT04082936,A Study of Imvotamab Monotherapy and in Combination in Subjects With Relapsed/Refractory Non-Hodgkin Lymphoma,TERMINATED,2019-09-30,Strategic Pipeline Prioritization: Clinical development of imvotamab in autoimmune diseases prioritized.,PHASE1|PHASE2,97,"IGM Biosciences, Inc.",INDUSTRY,Non-Hodgkin Lymphoma|Follicular Lymphoma|DLBCL|Mantle Cell Lymphoma|Marginal Zone Lymphoma,imvotamab,2026-09-07,False,False
NCT05044234,A Study to Assess Adverse Events and Disease Activity With Cedirogant (ABBV-157) in Adult Participants With Moderate to Severe Psoriasis,TERMINATED,2021-11-16,Company Decision,PHASE2,156,AbbVie,INDUSTRY,Psoriasis,Cedirogant|Placebo,2026-09-07,False,False
NCT04220632,A Study of IBI377 in Combination With Corticosteroids for the Treatment of First-Line Acute Graft-Versus-Host Disease,TERMINATED,2020-06-18,Adverse events of the first patient,PHASE1|PHASE2,1,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,"GVHD,Acute",Itacitinib|Prednisone|Methylprednisolone,2026-09-07,False,False
NCT06163898,A Study to Evaluate Alnuctamab in Combination With Mezigdomide in Participants With Relapsed and/or Refractory Multiple Myeloma,TERMINATED,2024-02-27,Business objectives have changed,PHASE1,4,Celgene,INDUSTRY,Multiple Myeloma,Alnuctamab|Mezigdomide|Dexamethasone,2026-09-07,False,False
